PostID,UserID,Content,Timestamp,Likes,Retweets,Hashtags,SentimentScore
101,18,Absolutely love the UX!,2025-03-19 17:59:19,23,18,"#UX,#social",0.69
102,22,Such a smooth interface!,2025-03-23 16:59:19,17,3,#cleanUI,-0.9
103,17,Absolutely love the UX!,2025-03-23 14:59:19,148,21,"#mood,#UX",0.1
104,44,Can’t stop using it!,2025-03-23 13:59:19,36,17,"#fail,#social",0.54
105,5,Can’t stop using it!,2025-03-20 07:59:19,120,49,"#love,#cleanUI,#fail",-0.66
106,17,Just another day...,2025-03-16 23:59:19,94,19,"#bug,#AI",0.75
107,2,I’m impressed with the speed.,2025-03-24 12:59:19,14,39,"#love,#tech",-0.8
108,34,Such a smooth interface!,2025-03-23 08:59:19,135,22,"#fail,#mood",0.17
109,42,I’m impressed with the speed.,2025-03-22 05:59:19,67,22,"#love,#mood",0.15
110,1,Such a smooth interface!,2025-03-17 04:59:19,100,22,#cleanUI,-0.84
111,19,Worst experience ever.,2025-03-18 01:59:19,101,3,"#tech,#design,#cleanUI",-0.88
112,2,Great performance on mobile.,2025-03-21 04:59:19,62,2,"#fail,#UX,#bug",0.63
113,31,Such a smooth interface!,2025-03-16 02:59:19,80,2,"#mood,#design",-0.85
114,8,Such a smooth interface!,2025-03-23 08:59:19,14,10,"#love,#tech",0.89
115,22,This app keeps crashing. So annoying.,2025-03-25 00:59:19,146,22,"#bug,#AI,#cleanUI",-0.55
116,39,I’m impressed with the speed.,2025-03-21 18:59:19,11,1,"#bug,#design,#cleanUI",0.77
117,13,Just another day...,2025-03-17 20:59:19,44,37,#bug,0.42
118,1,Great performance on mobile.,2025-03-23 16:59:19,126,19,#social,-0.62
119,48,Can’t stop using it!,2025-03-23 08:59:19,78,47,"#love,#design,#cleanUI",-0.84
120,42,This app keeps crashing. So annoying.,2025-03-24 17:59:19,67,0,"#tech,#design",-0.17
121,31,Needs dark mode ASAP!,2025-03-24 01:59:19,124,47,"#UX,#design",0.54
